127.0.0.1 - - [14/Apr/2022:10:43:58 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:48 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:48 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:57 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:57 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:02 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7235
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:02 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7232
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:02 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/breadcrumb-config-outline/init.css HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:02 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:02 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/breadcrumb-config-outline/init.js HTTP/1.1" 200 397
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7237
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/textarea/textarea.css HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/section_.css HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/textarea/textarea.js HTTP/1.1" 200 1221
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/section_.js HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/repeatable/repeatable.js HTTP/1.1" 200 2198
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/advanced/advanced.js HTTP/1.1" 200 579
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/hetero-list/hetero-list.js HTTP/1.1" 200 2129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/confirm.js HTTP/1.1" 200 968
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/apply/apply.js HTTP/1.1" 200 1263
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/radioBlock/radioBlock.js HTTP/1.1" 200 947
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/static/53b02bf5/images/textarea-handle.gif HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7236
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/static/53b02bf5/images/grip.png HTTP/1.1" 200 92
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "GET /Jenkins/static/53b02bf5/scripts/yui/assets/skins/sam/sprite.png HTTP/1.1" 200 3128
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:03 -0500] "POST /Jenkins/descriptorByName/jenkins.model.ProjectNamingStrategy$PatternProjectNamingStrategy/checkNamePattern HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "POST /Jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkUrl HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "POST /Jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkAdminAddress HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "GET /Jenkins/static/53b02bf5/images/16x16/warning.png HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "GET /Jenkins/static/53b02bf5/images/none.gif HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "POST /Jenkins/descriptorByName/jenkins.security.ResourceDomainConfiguration/checkUrl HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:04 -0500] "POST /Jenkins/descriptorByName/hudson.tasks.Shell/checkShell HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:13 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:13 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:17 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:17 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:17 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:17 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:17 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:22 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:22 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:27 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:27 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:19:28 -0500] "POST /Jenkins/administrativeMonitor/jenkins.monitor.JavaVersionRecommendationAdminMonitor/act HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:44 -0500] "GET /jenkins HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:20:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:00 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:00 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:00 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:00 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:00 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:03 -0500] "GET /Jenkins/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:03 -0500] "GET /Jenkins/ HTTP/1.1" 403 584
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:03 -0500] "GET /Jenkins/login?from=%2FJenkins%2F HTTP/1.1" 200 892
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:12 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:12 -0500] "GET /Jenkins/loginError HTTP/1.1" 401 913
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:25 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:25 -0500] "GET /Jenkins/loginError HTTP/1.1" 401 913
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:35 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:35 -0500] "GET /Jenkins/loginError HTTP/1.1" 401 913
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:45 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:45 -0500] "GET /Jenkins/ HTTP/1.1" 200 3592
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:45 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:46 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:46 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:46 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:46 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:46 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:49 -0500] "GET /Jenkins/administrativeMonitorsApi/securityPopupContent HTTP/1.1" 200 464
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:51 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:51 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:56 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:56 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:21:59 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:00 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:00 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:00 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:00 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:00 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:05 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:05 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:10 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:10 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:15 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:15 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:15 -0500] "GET /Jenkins/pluginManager HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/pluginManager/ HTTP/1.1" 200 3386
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.js HTTP/1.1" 200 3615
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:16 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/updateCenter/ HTTP/1.1" 200 2982
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/model/UpdateCenter/update-center.js HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:25 -0500] "GET /Jenkins/static/53b02bf5/images/16x16/go-next.png HTTP/1.1" 200 548
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:30 -0500] "POST /Jenkins/updateCenter/body HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/ HTTP/1.1" 200 3592
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:35 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/view/all/newJob HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:37 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:38 -0500] "GET /Jenkins/static/53b02bf5/jsbundles/add-item.js HTTP/1.1" 200 2648
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:38 -0500] "GET /Jenkins/static/53b02bf5/jsbundles/add-item.css HTTP/1.1" 200 5174
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:38 -0500] "GET /Jenkins/view/all/itemCategories?depth=3&iconStyle=icon-xlg HTTP/1.1" 200 447
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:22:38 -0500] "GET /Jenkins/static/53b02bf5/images/48x48/freestyleproject.png HTTP/1.1" 200 2257
